complaint_id,complaint_timestamp,purchase_date,purchase_time,venue_id,venue_name,venue_type,anonymised_complaint_text,symptoms,symptom_onset_hours,food_item,meal_type,inspection_date,inspection_score,inspection_status,previous_violation,location_zone,vulnerable_area_flag,duplicate_group_id,ground_truth_cluster_id
CMP-11927,2026-07-17 04:50:28,2026-07-15,21:57:55,VEN-035,Neighborhood Eatery 35,Restaurant,Felt unwell after having Club Sandwich at Neighborhood Eatery 35. Minor stomach discomfort.,"Headache, Stomachache, Dizziness",8.8,Veggie Pizza,Breakfast,2026-06-01,94.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11928,2026-08-14 14:22:34,2026-08-14,10:32:37,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Sushi Roll at Golden Spice Biryani House. Minor stomach discomfort.,"Nausea, Headache, Stomachache",2.1,Ice Cream,Snack,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-11929,2026-07-16 13:03:12,2026-07-14,18:16:44,VEN-033,Neighborhood Eatery 33,Bakery,Felt unwell after having Veggie Pizza at Neighborhood Eatery 33. Minor stomach discomfort.,Dizziness,10.6,Fish Tacos,Lunch,2026-06-01,72.0,PASS,Minor Sanitation,Zone-4 Harbor,1,NONE,NOISE
CMP-11930,2026-08-26 06:23:04,2026-08-24,21:10:51,VEN-040,Neighborhood Eatery 40,Food Stand,Felt unwell after having Falafel Wrap at Neighborhood Eatery 40. Minor stomach discomfort.,"Fatigue, Headache",20.9,Grilled Chicken Salad,Breakfast,2026-06-01,81.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11931,2026-08-06 12:46:11,2026-08-05,15:17:20,VEN-011,Neighborhood Eatery 11,Restaurant,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 11. Minor stomach discomfort.,"Nausea, Stomachache",23.0,Fish Tacos,Snack,2026-06-01,78.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11932,2026-08-18 18:12:51,2026-08-18,15:49:28,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 43. Minor stomach discomfort.,"Fever, Headache",13.5,Veggie Pizza,Dinner,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11933,2026-08-30 05:18:54,2026-08-28,19:20:58,VEN-030,Neighborhood Eatery 30,Grocery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 30. Minor stomach discomfort.,Fatigue,4.5,Steak Bowl,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11934,2026-08-13 16:56:14,2026-08-13,06:36:51,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Sushi Roll at Neighborhood Eatery 15. Minor stomach discomfort.,"Headache, Nausea, Fever",19.5,Club Sandwich,Lunch,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-11935,2026-07-23 09:33:08,2026-07-21,19:24:40,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Ice Cream at Sunshine Senior Care Diner. Minor stomach discomfort.,"Fatigue, Fever, Nausea",17.1,Fried Rice,Breakfast,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11936,2026-07-07 19:55:42,2026-07-06,21:50:53,VEN-028,Neighborhood Eatery 28,Grocery,Felt unwell after having Ice Cream at Neighborhood Eatery 28. Minor stomach discomfort.,"Fever, Diarrhea",14.1,Fried Rice,Dinner,2026-06-01,90.0,PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-11937,2026-08-16 00:01:33,2026-08-15,00:23:07,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Veggie Pizza at Neighborhood Eatery 37. Minor stomach discomfort.,"Nausea, Fever",3.1,Steak Bowl,Lunch,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11938,2026-08-03 05:46:02,2026-08-01,23:59:21,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Fish Tacos at Neighborhood Eatery 31. Minor stomach discomfort.,Dizziness,15.4,Grilled Chicken Salad,Snack,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-11939,2026-08-18 19:57:46,2026-08-16,21:44:11,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 12. Minor stomach discomfort.,Stomachache,23.9,Grilled Chicken Salad,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11940,2026-08-15 17:38:59,2026-08-15,13:10:01,VEN-047,Neighborhood Eatery 47,Restaurant,Felt unwell after having Ice Cream at Neighborhood Eatery 47. Minor stomach discomfort.,Diarrhea,13.8,Club Sandwich,Lunch,2026-06-01,88.0,CONDITIONAL_PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11941,2026-08-10 05:42:38,2026-08-09,16:07:13,VEN-009,Burger Haven,Fast Food,Felt unwell after having Pasta Alfredo at Burger Haven. Minor stomach discomfort.,"Fatigue, Headache",16.4,Grilled Chicken Salad,Breakfast,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11942,2026-07-27 13:47:10,2026-07-26,19:13:51,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Fried Rice at Sunshine Senior Care Diner. Minor stomach discomfort.,"Vomiting, Fever, Nausea",16.8,Club Sandwich,Breakfast,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11943,2026-07-03 16:59:42,2026-07-03,12:39:45,VEN-009,Burger Haven,Fast Food,Felt unwell after having Grilled Chicken Salad at Burger Haven. Minor stomach discomfort.,Headache,4.9,Falafel Wrap,Snack,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11944,2026-08-21 11:45:11,2026-08-19,17:27:57,VEN-023,Neighborhood Eatery 23,Cafe,Felt unwell after having Fish Tacos at Neighborhood Eatery 23. Minor stomach discomfort.,"Vomiting, Nausea",21.8,Grilled Chicken Salad,Breakfast,2026-06-01,81.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11945,2026-07-21 12:11:55,2026-07-20,22:32:21,VEN-027,Neighborhood Eatery 27,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 27. Minor stomach discomfort.,Nausea,9.6,Fried Rice,Lunch,2026-06-01,78.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11946,2026-07-29 02:30:09,2026-07-27,06:57:37,VEN-029,Neighborhood Eatery 29,Food Stand,Felt unwell after having Veggie Pizza at Neighborhood Eatery 29. Minor stomach discomfort.,"Vomiting, Stomachache, Nausea",17.0,Club Sandwich,Lunch,2026-06-01,74.0,PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11947,2026-07-07 09:29:31,2026-07-05,18:05:45,VEN-039,Neighborhood Eatery 39,Bakery,Felt unwell after having Veggie Pizza at Neighborhood Eatery 39. Minor stomach discomfort.,"Diarrhea, Vomiting",21.0,Cheese Burger,Lunch,2026-06-01,70.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-11948,2026-08-15 19:24:29,2026-08-15,11:55:07,VEN-038,Neighborhood Eatery 38,Cafe,Felt unwell after having Cheese Burger at Neighborhood Eatery 38. Minor stomach discomfort.,"Vomiting, Dizziness",23.2,Ice Cream,Dinner,2026-06-01,76.0,PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-11949,2026-08-07 22:19:58,2026-08-07,13:23:40,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Veggie Pizza at Sunshine Senior Care Diner. Minor stomach discomfort.,Stomachache,11.2,Cheese Burger,Breakfast,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11950,2026-07-26 13:40:39,2026-07-24,15:06:39,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Sushi Roll at Neighborhood Eatery 24. Minor stomach discomfort.,"Fatigue, Dizziness",21.3,Cheese Burger,Snack,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-11951,2026-08-13 06:55:49,2026-08-13,01:03:40,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Ice Cream at Neighborhood Eatery 15. Minor stomach discomfort.,"Fever, Headache",3.3,Fried Rice,Dinner,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-11952,2026-08-16 08:55:48,2026-08-15,00:45:10,VEN-050,Neighborhood Eatery 50,Restaurant,Felt unwell after having Falafel Wrap at Neighborhood Eatery 50. Minor stomach discomfort.,"Dizziness, Stomachache",17.1,Fried Rice,Lunch,2026-06-01,78.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11953,2026-07-15 05:36:01,2026-07-15,03:12:27,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Club Sandwich at Neighborhood Eatery 46. Minor stomach discomfort.,"Dizziness, Stomachache, Vomiting",6.2,Grilled Chicken Salad,Snack,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-11954,2026-07-28 04:44:45,2026-07-27,22:40:36,VEN-009,Burger Haven,Fast Food,Felt unwell after having Grilled Chicken Salad at Burger Haven. Minor stomach discomfort.,"Vomiting, Dizziness",11.0,Grilled Chicken Salad,Dinner,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11955,2026-08-03 22:36:46,2026-08-02,13:37:54,VEN-042,Neighborhood Eatery 42,Food Stand,Felt unwell after having Veggie Pizza at Neighborhood Eatery 42. Minor stomach discomfort.,"Nausea, Diarrhea, Fever",12.8,Fried Rice,Breakfast,2026-06-01,94.0,PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11956,2026-08-08 02:34:37,2026-08-06,19:09:41,VEN-048,Neighborhood Eatery 48,Grocery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 48. Minor stomach discomfort.,"Stomachache, Fever, Diarrhea",14.6,Sushi Roll,Dinner,2026-06-01,72.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11957,2026-07-13 17:35:27,2026-07-13,04:34:39,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 15. Minor stomach discomfort.,"Diarrhea, Vomiting, Stomachache",21.6,Club Sandwich,Breakfast,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-11958,2026-08-02 10:56:35,2026-08-01,20:56:57,VEN-024,Neighborhood Eatery 24,Cafe,Felt unwell after having Fish Tacos at Neighborhood Eatery 24. Minor stomach discomfort.,Vomiting,3.7,Steak Bowl,Snack,2026-06-01,90.0,PASS,Storage Labels Missing,Zone-1 North,1,NONE,NOISE
CMP-11959,2026-07-03 23:49:41,2026-07-03,09:32:33,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 26. Minor stomach discomfort.,"Dizziness, Fever, Diarrhea",16.9,Falafel Wrap,Dinner,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11960,2026-07-26 03:04:22,2026-07-24,15:55:39,VEN-030,Neighborhood Eatery 30,Grocery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 30. Minor stomach discomfort.,"Fever, Stomachache, Headache",23.3,Sushi Roll,Dinner,2026-06-01,93.0,CONDITIONAL_PASS,Minor Sanitation,Zone-5 East,0,NONE,NOISE
CMP-11961,2026-07-30 12:31:29,2026-07-29,16:26:44,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Fried Rice at Neighborhood Eatery 37. Minor stomach discomfort.,"Dizziness, Fatigue, Nausea",11.5,Pasta Alfredo,Lunch,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11962,2026-07-12 05:51:10,2026-07-12,02:50:06,VEN-006,Downtown Taco Express,Food Truck,Felt unwell after having Cheese Burger at Downtown Taco Express. Minor stomach discomfort.,"Fever, Dizziness, Diarrhea",22.2,Pasta Alfredo,Breakfast,2026-06-01,88.0,PASS,None,Zone-2 South,0,NONE,NOISE
CMP-11963,2026-07-12 20:30:13,2026-07-12,11:56:39,VEN-022,Neighborhood Eatery 22,Bakery,Felt unwell after having Steak Bowl at Neighborhood Eatery 22. Minor stomach discomfort.,"Dizziness, Vomiting, Headache",20.6,Grilled Chicken Salad,Breakfast,2026-06-01,78.0,PASS,Storage Labels Missing,Zone-1 North,0,NONE,NOISE
CMP-11964,2026-07-03 00:23:21,2026-07-02,09:41:05,VEN-016,Neighborhood Eatery 16,Restaurant,Felt unwell after having Fish Tacos at Neighborhood Eatery 16. Minor stomach discomfort.,"Stomachache, Headache",6.0,Veggie Pizza,Dinner,2026-06-01,83.0,PASS,Minor Sanitation,Zone-2 South,1,NONE,NOISE
CMP-11965,2026-08-31 03:34:13,2026-08-29,19:38:23,VEN-004,Metro Fresh Catering,Caterer,Felt unwell after having Fried Rice at Metro Fresh Catering. Minor stomach discomfort.,Vomiting,19.4,Grilled Chicken Salad,Snack,2026-06-01,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,NOISE
CMP-11966,2026-07-19 17:02:16,2026-07-19,00:49:35,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Cheese Burger at Pizzeria Roma. Minor stomach discomfort.,"Dizziness, Stomachache",16.5,Falafel Wrap,Lunch,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11967,2026-08-28 16:14:55,2026-08-28,13:25:03,VEN-007,Green Leaf Salad Bar,Restaurant,Felt unwell after having Ice Cream at Green Leaf Salad Bar. Minor stomach discomfort.,"Stomachache, Vomiting, Diarrhea",20.1,Grilled Chicken Salad,Lunch,2026-06-01,92.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11968,2026-07-06 19:51:16,2026-07-05,21:18:33,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Ice Cream at Pizzeria Roma. Minor stomach discomfort.,"Fever, Stomachache",6.6,Club Sandwich,Dinner,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11969,2026-08-24 13:00:24,2026-08-22,17:20:16,VEN-048,Neighborhood Eatery 48,Grocery,Felt unwell after having Falafel Wrap at Neighborhood Eatery 48. Minor stomach discomfort.,"Diarrhea, Dizziness",17.0,Club Sandwich,Snack,2026-06-01,72.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,0,NONE,NOISE
CMP-11970,2026-07-08 06:33:11,2026-07-06,08:10:08,VEN-004,Metro Fresh Catering,Caterer,Felt unwell after having Club Sandwich at Metro Fresh Catering. Minor stomach discomfort.,"Nausea, Fever, Diarrhea",11.0,Steak Bowl,Lunch,2026-06-01,71.0,CONDITIONAL_PASS,Temperature Control Violation,Zone-3 Central,1,NONE,NOISE
CMP-11971,2026-08-25 02:13:00,2026-08-24,18:08:32,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Sushi Roll at Neighborhood Eatery 15. Minor stomach discomfort.,"Fever, Vomiting",6.1,Falafel Wrap,Breakfast,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-11972,2026-07-18 02:45:11,2026-07-16,10:41:31,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Club Sandwich at Pizzeria Roma. Minor stomach discomfort.,"Fever, Dizziness, Stomachache",19.9,Ice Cream,Breakfast,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11973,2026-08-26 08:31:21,2026-08-25,00:39:54,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Club Sandwich at Oceanic Seafood Buffet. Minor stomach discomfort.,Nausea,2.6,Grilled Chicken Salad,Snack,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-11974,2026-07-12 03:39:13,2026-07-11,11:25:51,VEN-044,Neighborhood Eatery 44,Food Stand,Felt unwell after having Steak Bowl at Neighborhood Eatery 44. Minor stomach discomfort.,"Vomiting, Nausea",11.4,Fried Rice,Dinner,2026-06-01,94.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11975,2026-08-29 02:02:41,2026-08-28,18:22:03,VEN-015,Neighborhood Eatery 15,Grocery,Felt unwell after having Fish Tacos at Neighborhood Eatery 15. Minor stomach discomfort.,"Stomachache, Vomiting",23.9,Cheese Burger,Lunch,2026-06-01,84.0,CONDITIONAL_PASS,Minor Sanitation,Zone-4 Harbor,0,NONE,NOISE
CMP-11976,2026-07-13 20:13:29,2026-07-13,02:04:33,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Grilled Chicken Salad at Pizzeria Roma. Minor stomach discomfort.,"Dizziness, Stomachache, Fever",2.6,Club Sandwich,Lunch,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11977,2026-08-14 18:20:56,2026-08-13,04:16:50,VEN-037,Neighborhood Eatery 37,Cafe,Felt unwell after having Steak Bowl at Neighborhood Eatery 37. Minor stomach discomfort.,Fever,23.3,Steak Bowl,Lunch,2026-06-01,86.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11978,2026-07-10 09:15:18,2026-07-08,23:21:59,VEN-016,Neighborhood Eatery 16,Restaurant,Felt unwell after having Falafel Wrap at Neighborhood Eatery 16. Minor stomach discomfort.,Vomiting,21.7,Fried Rice,Lunch,2026-06-01,83.0,PASS,Minor Sanitation,Zone-2 South,1,NONE,NOISE
CMP-11979,2026-07-19 10:13:23,2026-07-18,00:25:42,VEN-001,Golden Spice Biryani House,Restaurant,Felt unwell after having Fish Tacos at Golden Spice Biryani House. Minor stomach discomfort.,"Vomiting, Stomachache",7.0,Sushi Roll,Breakfast,2026-06-01,62.0,FAIL,Improper Refrigeration Temp,Zone-1 North,1,NONE,NOISE
CMP-11980,2026-07-22 08:50:44,2026-07-21,12:34:45,VEN-033,Neighborhood Eatery 33,Bakery,Felt unwell after having Cheese Burger at Neighborhood Eatery 33. Minor stomach discomfort.,"Fatigue, Nausea, Diarrhea",6.1,Fried Rice,Snack,2026-06-01,72.0,PASS,Minor Sanitation,Zone-4 Harbor,1,NONE,NOISE
CMP-11981,2026-08-17 00:14:00,2026-08-15,08:03:51,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Fish Tacos at Pizzeria Roma. Minor stomach discomfort.,"Nausea, Fatigue",2.3,Veggie Pizza,Lunch,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-11982,2026-07-07 23:09:13,2026-07-06,01:21:17,VEN-026,Neighborhood Eatery 26,Grocery,Felt unwell after having Ice Cream at Neighborhood Eatery 26. Minor stomach discomfort.,Headache,17.5,Falafel Wrap,Snack,2026-06-01,80.0,PASS,None,Zone-2 South,1,NONE,NOISE
CMP-11983,2026-08-16 14:09:49,2026-08-16,00:16:59,VEN-046,Neighborhood Eatery 46,Food Stand,Felt unwell after having Sushi Roll at Neighborhood Eatery 46. Minor stomach discomfort.,"Vomiting, Headache",11.7,Pasta Alfredo,Lunch,2026-06-01,73.0,PASS,None,Zone-5 East,0,NONE,NOISE
CMP-11984,2026-07-14 21:25:04,2026-07-14,09:27:00,VEN-010,Grand Palace Hotel Kitchen,Hotel Kitchen,Felt unwell after having Grilled Chicken Salad at Grand Palace Hotel Kitchen. Minor stomach discomfort.,Headache,22.2,Ice Cream,Breakfast,2026-06-01,95.0,PASS,None,Zone-4 Harbor,0,NONE,NOISE
CMP-11985,2026-07-08 07:24:22,2026-07-07,17:44:00,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 41. Minor stomach discomfort.,"Headache, Fever",19.9,Club Sandwich,Lunch,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11986,2026-08-14 17:48:47,2026-08-14,13:11:02,VEN-012,Neighborhood Eatery 12,Bakery,Felt unwell after having Grilled Chicken Salad at Neighborhood Eatery 12. Minor stomach discomfort.,"Fever, Stomachache, Headache",16.4,Sushi Roll,Lunch,2026-06-01,93.0,CONDITIONAL_PASS,None,Zone-1 North,1,NONE,NOISE
CMP-11987,2026-08-18 05:36:11,2026-08-16,14:51:40,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Veggie Pizza at Neighborhood Eatery 41. Minor stomach discomfort.,"Stomachache, Diarrhea, Nausea",8.0,Club Sandwich,Snack,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11988,2026-07-07 20:12:40,2026-07-06,19:52:30,VEN-018,Neighborhood Eatery 18,Restaurant,Felt unwell after having Steak Bowl at Neighborhood Eatery 18. Minor stomach discomfort.,Diarrhea,19.0,Club Sandwich,Dinner,2026-06-01,89.0,PASS,None,Zone-3 Central,0,NONE,NOISE
CMP-11989,2026-07-02 19:21:17,2026-07-02,07:14:46,VEN-010,Grand Palace Hotel Kitchen,Hotel Kitchen,Felt unwell after having Sushi Roll at Grand Palace Hotel Kitchen. Minor stomach discomfort.,Dizziness,16.5,Ice Cream,Dinner,2026-06-01,95.0,PASS,None,Zone-4 Harbor,0,NONE,NOISE
CMP-11990,2026-07-25 20:41:19,2026-07-24,09:33:51,VEN-043,Neighborhood Eatery 43,Food Stand,Felt unwell after having Club Sandwich at Neighborhood Eatery 43. Minor stomach discomfort.,"Dizziness, Nausea",8.9,Pasta Alfredo,Snack,2026-06-01,78.0,CONDITIONAL_PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-11991,2026-07-23 06:38:25,2026-07-23,01:17:43,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Grilled Chicken Salad at Central Mayo Deli & Cafe. Minor stomach discomfort.,"Stomachache, Headache, Nausea",11.4,Pasta Alfredo,Breakfast,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-11992,2026-08-05 05:24:20,2026-08-04,11:39:48,VEN-005,Sunshine Senior Care Diner,Cafeteria,Felt unwell after having Sushi Roll at Sunshine Senior Care Diner. Minor stomach discomfort.,"Nausea, Diarrhea",22.5,Veggie Pizza,Snack,2026-06-01,65.0,CONDITIONAL_PASS,Hot Holding Below 135F,Zone-5 East,1,NONE,NOISE
CMP-11993,2026-08-30 00:14:43,2026-08-29,01:30:21,VEN-038,Neighborhood Eatery 38,Cafe,Felt unwell after having Falafel Wrap at Neighborhood Eatery 38. Minor stomach discomfort.,"Headache, Nausea",12.5,Cheese Burger,Lunch,2026-06-01,76.0,PASS,Minor Sanitation,Zone-5 East,1,NONE,NOISE
CMP-11994,2026-07-16 23:38:40,2026-07-16,14:21:46,VEN-002,Oceanic Seafood Buffet,Buffet,Felt unwell after having Cheese Burger at Oceanic Seafood Buffet. Minor stomach discomfort.,Fatigue,4.1,Club Sandwich,Breakfast,2026-06-01,58.0,FAIL,Cross Contamination & Raw Storage,Zone-4 Harbor,0,NONE,NOISE
CMP-11995,2026-07-20 17:21:06,2026-07-19,13:03:34,VEN-010,Grand Palace Hotel Kitchen,Hotel Kitchen,Felt unwell after having Sushi Roll at Grand Palace Hotel Kitchen. Minor stomach discomfort.,"Dizziness, Vomiting, Diarrhea",14.5,Falafel Wrap,Snack,2026-06-01,95.0,PASS,None,Zone-4 Harbor,0,NONE,NOISE
CMP-11996,2026-08-04 20:09:56,2026-08-04,08:14:49,VEN-003,Central Mayo Deli & Cafe,Deli,Felt unwell after having Grilled Chicken Salad at Central Mayo Deli & Cafe. Minor stomach discomfort.,"Fatigue, Vomiting",7.1,Fried Rice,Lunch,2026-06-01,74.0,CONDITIONAL_PASS,Inadequate Handwashing Station,Zone-3 Central,1,NONE,NOISE
CMP-11997,2026-07-27 23:50:54,2026-07-26,10:40:29,VEN-009,Burger Haven,Fast Food,Felt unwell after having Falafel Wrap at Burger Haven. Minor stomach discomfort.,"Fatigue, Fever",14.0,Steak Bowl,Lunch,2026-06-01,79.0,PASS,Minor Equipment Cleaning,Zone-2 South,0,NONE,NOISE
CMP-11998,2026-08-27 10:22:22,2026-08-26,00:51:56,VEN-041,Neighborhood Eatery 41,Restaurant,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 41. Minor stomach discomfort.,Stomachache,15.3,Club Sandwich,Snack,2026-06-01,72.0,PASS,Storage Labels Missing,Zone-2 South,1,NONE,NOISE
CMP-11999,2026-07-19 21:21:54,2026-07-18,19:47:25,VEN-022,Neighborhood Eatery 22,Bakery,Felt unwell after having Fried Rice at Neighborhood Eatery 22. Minor stomach discomfort.,"Fever, Stomachache, Dizziness",4.7,Cheese Burger,Lunch,2026-06-01,78.0,PASS,Storage Labels Missing,Zone-1 North,0,NONE,NOISE
CMP-12000,2026-08-05 20:25:19,2026-08-05,17:20:24,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Steak Bowl at Pizzeria Roma. Minor stomach discomfort.,"Dizziness, Headache",23.9,Fried Rice,Snack,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-12001,2026-07-30 20:10:25,2026-07-30,18:07:08,VEN-019,Neighborhood Eatery 19,Food Stand,Felt unwell after having Sushi Roll at Neighborhood Eatery 19. Minor stomach discomfort.,"Fatigue, Vomiting, Headache",8.8,Club Sandwich,Snack,2026-06-01,82.0,PASS,Storage Labels Missing,Zone-5 East,0,NONE,NOISE
CMP-12002,2026-07-25 23:03:11,2026-07-24,17:46:16,VEN-032,Neighborhood Eatery 32,Food Stand,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 32. Minor stomach discomfort.,Dizziness,20.0,Sushi Roll,Dinner,2026-06-01,97.0,PASS,None,Zone-1 North,0,NONE,NOISE
CMP-12003,2026-08-11 19:18:44,2026-08-10,01:50:56,VEN-028,Neighborhood Eatery 28,Grocery,Felt unwell after having Cheese Burger at Neighborhood Eatery 28. Minor stomach discomfort.,Dizziness,7.4,Steak Bowl,Lunch,2026-06-01,90.0,PASS,Minor Sanitation,Zone-3 Central,0,NONE,NOISE
CMP-12004,2026-07-13 20:57:06,2026-07-13,01:11:24,VEN-031,Neighborhood Eatery 31,Grocery,Felt unwell after having Pasta Alfredo at Neighborhood Eatery 31. Minor stomach discomfort.,"Dizziness, Diarrhea, Stomachache",23.2,Falafel Wrap,Breakfast,2026-06-01,77.0,PASS,Storage Labels Missing,Zone-4 Harbor,0,NONE,NOISE
CMP-12005,2026-08-23 20:42:15,2026-08-23,02:13:55,VEN-008,Pizzeria Roma,Restaurant,Felt unwell after having Fried Rice at Pizzeria Roma. Minor stomach discomfort.,"Dizziness, Stomachache, Headache",6.5,Steak Bowl,Snack,2026-06-01,85.0,PASS,None,Zone-1 North,0,NONE,NOISE
